doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
330,0.000676,0.197167,0.000677,0.000677,0.000677,0.414264,0.000677,0.385186
331,0.000772,0.666487,0.000772,0.000772,0.040083,0.000772,0.000772,0.289569
332,0.000629,0.475548,0.169299,0.000629,0.224359,0.000629,0.000629,0.128279
333,0.000817,0.391214,0.000817,0.000817,0.000818,0.000817,0.000818,0.603881
334,0.000648,0.273915,0.000649,0.000648,0.722195,0.000648,0.000648,0.000649
335,0.000736,0.707436,0.021787,0.000737,0.109851,0.000736,0.006131,0.152586
336,0.001098,0.601339,0.161489,0.001098,0.231681,0.001098,0.001098,0.001098
337,0.000875,0.491821,0.000875,0.000875,0.422184,0.000875,0.000875,0.081621
338,0.000708,0.237378,0.218282,0.000707,0.000707,0.000707,0.000707,0.540804
339,0.000608,0.000608,0.000607,0.096131,0.689896,0.000607,0.050425,0.161118
340,0.000773,0.000773,0.000773,0.000773,0.162810,0.000773,0.000772,0.832553
341,0.351004,0.001491,0.001490,0.001491,0.001491,0.001490,0.001489,0.640054
342,0.000829,0.893951,0.000829,0.000829,0.044357,0.000829,0.000829,0.057547
343,0.001098,0.327940,0.027046,0.001097,0.092162,0.081586,0.001098,0.467973
344,0.001203,0.991579,0.001203,0.001203,0.001203,0.001203,0.001203,0.001203
345,0.000727,0.000728,0.000728,0.000727,0.000728,0.000728,0.000727,0.994907
346,0.000773,0.994593,0.000773,0.000772,0.000772,0.000773,0.000772,0.000772
347,0.001052,0.001052,0.104762,0.001051,0.037693,0.001052,0.001052,0.852285
348,0.000823,0.000824,0.000824,0.000823,0.000823,0.000823,0.000823,0.994237
349,0.000829,0.132333,0.000829,0.000828,0.000829,0.000829,0.000829,0.862696
350,0.001192,0.234305,0.001191,0.204740,0.001192,0.001192,0.554997,0.001192
351,0.001605,0.001606,0.310038,0.001605,0.149255,0.001604,0.313734,0.220553
352,0.001170,0.144677,0.710689,0.001170,0.001170,0.001169,0.001171,0.138785
353,0.001159,0.517025,0.001159,0.211983,0.001159,0.001159,0.265196,0.001160
354,0.001926,0.553515,0.001924,0.168554,0.001925,0.001924,0.268307,0.001925
355,0.000887,0.000888,0.115287,0.000888,0.000888,0.000888,0.000887,0.879386
356,0.001565,0.116838,0.001564,0.124545,0.001564,0.294219,0.458141,0.001564
357,0.172997,0.383432,0.001669,0.001670,0.001668,0.001670,0.435223,0.001671
358,0.000807,0.260419,0.000808,0.000808,0.000808,0.000807,0.000807,0.734736
359,0.001069,0.577420,0.416162,0.001070,0.001070,0.001070,0.001069,0.001069
360,0.001159,0.001160,0.387483,0.001159,0.605562,0.001159,0.001159,0.001159
361,0.000962,0.000963,0.993264,0.000962,0.000962,0.000962,0.000962,0.000962
362,0.000813,0.171389,0.511166,0.000812,0.167453,0.146741,0.000813,0.000813
363,0.287294,0.545320,0.001062,0.001061,0.162082,0.001061,0.001060,0.001061
364,0.001305,0.199836,0.382284,0.001303,0.001304,0.255839,0.156827,0.001303
365,0.001128,0.001129,0.992102,0.001129,0.001128,0.001128,0.001128,0.001128
366,0.001034,0.341138,0.652656,0.001034,0.001034,0.001034,0.001034,0.001035
367,0.001375,0.589732,0.347593,0.001375,0.001375,0.001376,0.001376,0.055798
368,0.000907,0.543842,0.409395,0.000907,0.000907,0.042227,0.000907,0.000907
369,0.000659,0.995388,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659
370,0.001159,0.336886,0.585228,0.001159,0.001159,0.001159,0.001160,0.072091
371,0.000829,0.779406,0.215621,0.000829,0.000829,0.000829,0.000829,0.000829
372,0.000949,0.189509,0.468542,0.178443,0.000948,0.000949,0.159712,0.000949
373,0.001001,0.071201,0.922792,0.001001,0.001002,0.001001,0.001001,0.001001
374,0.000719,0.534707,0.460977,0.000719,0.000719,0.000719,0.000719,0.000720
375,0.000881,0.960063,0.034649,0.000881,0.000881,0.000881,0.000881,0.000882
376,0.001034,0.671012,0.294667,0.001034,0.029149,0.001035,0.001034,0.001035
377,0.000846,0.385818,0.491275,0.000846,0.079315,0.017270,0.023784,0.000846
378,0.000863,0.189756,0.506355,0.000863,0.000864,0.180903,0.000863,0.119533
379,0.000803,0.000802,0.680668,0.000803,0.000803,0.000803,0.000802,0.314515
380,0.000962,0.000963,0.993264,0.000962,0.000962,0.000962,0.000962,0.000962
381,0.000662,0.438867,0.557159,0.000662,0.000662,0.000662,0.000662,0.000662
382,0.000699,0.203077,0.792728,0.000699,0.000699,0.000699,0.000699,0.000699
383,0.001001,0.129812,0.831295,0.001000,0.001001,0.001001,0.033888,0.001002
384,0.000704,0.472630,0.523150,0.000703,0.000703,0.000703,0.000703,0.000703
385,0.000818,0.000818,0.400974,0.000818,0.000818,0.000818,0.000818,0.594118
386,0.001061,0.380346,0.378322,0.001061,0.001060,0.001061,0.001061,0.236027
387,0.000773,0.195893,0.799471,0.000772,0.000773,0.000773,0.000773,0.000773
388,0.000629,0.430715,0.429840,0.101982,0.000629,0.000629,0.000629,0.034946
389,0.000782,0.384491,0.610816,0.000782,0.000782,0.000782,0.000782,0.000782
390,0.000840,0.000840,0.609891,0.000840,0.000840,0.000840,0.385069,0.000840
391,0.001277,0.001278,0.001278,0.001277,0.001277,0.123850,0.001277,0.868486
392,0.000857,0.000858,0.498446,0.000857,0.000857,0.000857,0.496410,0.000857
393,0.001079,0.269156,0.451870,0.001079,0.001079,0.001079,0.273579,0.001079
394,0.001148,0.207805,0.504445,0.001149,0.001149,0.001149,0.001148,0.282007
395,0.002361,0.002361,0.698192,0.002361,0.002361,0.002360,0.287644,0.002360
396,0.000719,0.532225,0.463460,0.000719,0.000719,0.000719,0.000719,0.000719
397,0.000808,0.000808,0.294947,0.000808,0.000808,0.126388,0.000807,0.574626
398,0.001251,0.164543,0.001252,0.001251,0.001251,0.001251,0.001251,0.827949
399,0.000978,0.318504,0.675629,0.000978,0.000978,0.000978,0.000978,0.000978
400,0.000680,0.000681,0.622883,0.000680,0.000680,0.000680,0.373036,0.000680
401,0.344809,0.002663,0.002663,0.002664,0.639209,0.002664,0.002665,0.002663
402,0.001009,0.001010,0.992937,0.001009,0.001009,0.001009,0.001009,0.001009
403,0.000828,0.000829,0.994200,0.000828,0.000828,0.000828,0.000829,0.000829
404,0.000970,0.000971,0.993211,0.000969,0.000970,0.000970,0.000970,0.000970
405,0.001117,0.001118,0.992178,0.001117,0.001118,0.001117,0.001117,0.001118
406,0.285240,0.124197,0.558739,0.027353,0.001118,0.001118,0.001117,0.001118
407,0.001565,0.001565,0.840583,0.046578,0.001565,0.001564,0.105016,0.001565
408,0.001789,0.001789,0.516332,0.001787,0.001788,0.001788,0.472939,0.001788
409,0.001078,0.001078,0.001079,0.822148,0.171381,0.001078,0.001079,0.001078
410,0.001128,0.001127,0.001127,0.382447,0.610791,0.001127,0.001127,0.001127
411,0.000852,0.000852,0.000852,0.994037,0.000851,0.000852,0.000851,0.000852
412,0.000763,0.000763,0.000763,0.864334,0.131089,0.000763,0.000763,0.000763
413,0.001158,0.001158,0.001158,0.991895,0.001158,0.001158,0.001158,0.001158
414,0.000808,0.000807,0.000808,0.739332,0.000808,0.000807,0.255823,0.000807
415,0.000828,0.000828,0.000829,0.994202,0.000828,0.000828,0.000828,0.000828
416,0.000782,0.000782,0.000782,0.994528,0.000782,0.000782,0.000782,0.000782
417,0.001526,0.001526,0.141678,0.448385,0.402307,0.001525,0.001527,0.001526
418,0.462766,0.531588,0.000941,0.000941,0.000941,0.000941,0.000941,0.000941
419,0.001331,0.211510,0.001332,0.001331,0.184265,0.597567,0.001332,0.001331
420,0.994347,0.000808,0.000808,0.000808,0.000807,0.000807,0.000808,0.000807
421,0.132361,0.000585,0.070607,0.000585,0.000585,0.794108,0.000585,0.000585
422,0.727466,0.000741,0.000741,0.000741,0.113802,0.000740,0.000741,0.155027
423,0.001424,0.151679,0.001423,0.001422,0.080421,0.494765,0.078944,0.189922
424,0.074961,0.000840,0.136513,0.000840,0.037284,0.747882,0.000840,0.000840
425,0.469555,0.525690,0.000792,0.000793,0.000792,0.000793,0.000792,0.000793
426,0.586343,0.183296,0.226074,0.000857,0.000858,0.000857,0.000857,0.000857
427,0.001490,0.001492,0.001491,0.001490,0.001491,0.989564,0.001490,0.001492
428,0.990585,0.001345,0.001345,0.001345,0.001345,0.001346,0.001345,0.001345
429,0.001170,0.259817,0.364186,0.001170,0.001169,0.370148,0.001170,0.001170
430,0.001438,0.190150,0.001439,0.001439,0.273812,0.528844,0.001439,0.001439
431,0.711405,0.212381,0.000986,0.000986,0.000985,0.000985,0.071286,0.000985
432,0.000666,0.000666,0.000666,0.000666,0.300554,0.695450,0.000666,0.000666
433,0.267569,0.001117,0.264165,0.185696,0.107970,0.001118,0.171247,0.001118
434,0.566959,0.427352,0.000948,0.000948,0.000949,0.000948,0.000948,0.000948
435,0.686748,0.123693,0.001170,0.183710,0.001170,0.001170,0.001170,0.001170
436,0.452636,0.539375,0.001333,0.001331,0.001332,0.001332,0.001331,0.001331
437,0.150612,0.000887,0.000888,0.000887,0.844064,0.000887,0.000887,0.000887
438,0.990881,0.001303,0.001303,0.001302,0.001303,0.001303,0.001303,0.001303
439,0.000851,0.000851,0.000851,0.000851,0.000851,0.994042,0.000851,0.000851
440,0.000798,0.000797,0.000798,0.000797,0.000797,0.000797,0.000798,0.994418
441,0.002018,0.475907,0.002018,0.002021,0.360088,0.002017,0.060175,0.095755
442,0.001290,0.001290,0.001290,0.662782,0.001290,0.001290,0.329477,0.001290
443,0.000695,0.000695,0.000695,0.000696,0.000695,0.995135,0.000695,0.000695
444,0.175605,0.000580,0.000580,0.506904,0.000579,0.314593,0.000580,0.000580
445,0.385885,0.003385,0.003383,0.374690,0.003383,0.003382,0.222506,0.003388
446,0.001346,0.073497,0.001346,0.559144,0.001348,0.001347,0.360626,0.001346
447,0.814147,0.176803,0.001509,0.001508,0.001508,0.001509,0.001507,0.001507
448,0.150612,0.000887,0.000888,0.000887,0.844064,0.000887,0.000887,0.000887
449,0.862676,0.001332,0.001332,0.001331,0.001331,0.001332,0.129335,0.001332
450,0.787286,0.001648,0.001647,0.001647,0.202832,0.001647,0.001647,0.001647
451,0.752381,0.001277,0.001278,0.066013,0.001277,0.001277,0.001277,0.175220
452,0.984887,0.002158,0.002158,0.002160,0.002159,0.002158,0.002160,0.002159
453,0.001043,0.001043,0.001043,0.117688,0.001043,0.001043,0.001044,0.876054
454,0.203262,0.001490,0.638783,0.001491,0.001490,0.001491,0.150503,0.001490
455,0.156714,0.060625,0.000913,0.703963,0.075043,0.000913,0.000914,0.000914
456,0.249067,0.000741,0.000741,0.649936,0.000741,0.000741,0.097294,0.000740
457,0.180571,0.000921,0.000920,0.078936,0.000921,0.166325,0.000921,0.570485
458,0.230647,0.000970,0.396969,0.000970,0.000970,0.284001,0.000970,0.084503
459,0.001647,0.452378,0.537741,0.001646,0.001647,0.001647,0.001647,0.001647
460,0.001627,0.001627,0.001626,0.205728,0.369751,0.001625,0.416389,0.001627
461,0.001118,0.001118,0.001118,0.743681,0.087763,0.001117,0.162969,0.001118
462,0.000922,0.667202,0.000921,0.108346,0.000920,0.219849,0.000920,0.000920
463,0.001606,0.001606,0.001605,0.469054,0.521311,0.001606,0.001606,0.001607
464,0.001715,0.001715,0.001715,0.566626,0.423085,0.001714,0.001716,0.001714
465,0.001508,0.001508,0.989444,0.001508,0.001508,0.001508,0.001508,0.001508
466,0.001160,0.310006,0.001159,0.522998,0.161200,0.001159,0.001159,0.001159
467,0.001360,0.001361,0.001360,0.990479,0.001360,0.001360,0.001360,0.001360
468,0.001841,0.001840,0.987115,0.001842,0.001840,0.001841,0.001841,0.001841
469,0.001668,0.001668,0.001668,0.680014,0.309977,0.001668,0.001668,0.001668
470,0.001507,0.109731,0.001508,0.104140,0.214943,0.001507,0.463584,0.103080
471,0.135405,0.001841,0.045381,0.609364,0.001840,0.032693,0.097227,0.076249
472,0.001290,0.001291,0.001290,0.001292,0.001291,0.001290,0.990965,0.001292
473,0.002317,0.002317,0.002317,0.691570,0.294528,0.002318,0.002316,0.002317
474,0.001896,0.001897,0.069389,0.817853,0.103273,0.001896,0.001898,0.001897
475,0.001738,0.001739,0.001738,0.271667,0.717902,0.001739,0.001738,0.001738
476,0.002235,0.002235,0.002235,0.725073,0.002236,0.002235,0.002236,0.261516
477,0.001841,0.167480,0.001840,0.345150,0.343458,0.001841,0.001841,0.136549
478,0.113373,0.001159,0.001160,0.056379,0.737232,0.001159,0.088379,0.001159
479,0.004470,0.004474,0.004469,0.150259,0.822908,0.004469,0.004475,0.004476
480,0.001304,0.095746,0.041407,0.689244,0.092980,0.001304,0.076711,0.001304
481,0.001251,0.250019,0.001251,0.742472,0.001251,0.001252,0.001251,0.001252
482,0.000692,0.000692,0.070056,0.000692,0.000692,0.000692,0.433501,0.492983
483,0.064273,0.001278,0.653370,0.275967,0.001277,0.001278,0.001278,0.001277
484,0.001108,0.001107,0.001108,0.001108,0.001108,0.001108,0.551865,0.441488
485,0.168260,0.363088,0.347726,0.002237,0.002236,0.002236,0.111981,0.002237
486,0.061673,0.001291,0.481222,0.001290,0.001291,0.001290,0.251311,0.200631
487,0.001009,0.001009,0.001009,0.001009,0.001009,0.001009,0.992936,0.001009
488,0.001896,0.001895,0.001897,0.001895,0.001895,0.001898,0.986729,0.001895
489,0.001928,0.001927,0.440275,0.001926,0.001926,0.001928,0.548165,0.001926
490,0.692351,0.001010,0.001009,0.097556,0.001010,0.001009,0.205045,0.001010
491,0.175062,0.446021,0.001332,0.001331,0.001332,0.001333,0.372258,0.001331
492,0.599891,0.000993,0.099153,0.000993,0.168267,0.000993,0.128715,0.000994
493,0.001069,0.001070,0.001069,0.001069,0.830114,0.001069,0.163469,0.001070
494,0.000638,0.317870,0.678301,0.000638,0.000638,0.000638,0.000638,0.000638
495,0.001648,0.491179,0.001648,0.068596,0.001647,0.266576,0.167059,0.001647
496,0.000948,0.296225,0.600135,0.098896,0.000949,0.000948,0.000949,0.000949
497,0.522108,0.001318,0.001318,0.001317,0.001317,0.001318,0.168092,0.303212
498,0.902199,0.002505,0.002504,0.002503,0.002503,0.002504,0.082777,0.002505
499,0.001061,0.142327,0.453031,0.399337,0.001061,0.001062,0.001061,0.001061
500,0.000626,0.995620,0.000626,0.000626,0.000626,0.000626,0.000626,0.000626
501,0.001149,0.001149,0.001149,0.001148,0.101628,0.292129,0.372472,0.229175
502,0.000882,0.539067,0.255948,0.000881,0.000882,0.200578,0.000881,0.000881
503,0.001406,0.001407,0.459889,0.312867,0.001406,0.001406,0.220212,0.001407
504,0.001129,0.818583,0.001128,0.001127,0.001128,0.001128,0.001128,0.174649
505,0.003683,0.356922,0.125258,0.003681,0.003683,0.143613,0.359477,0.003681
506,0.221711,0.340680,0.000948,0.432866,0.000948,0.000950,0.000948,0.000948
507,0.001814,0.001813,0.001815,0.001813,0.001814,0.401979,0.587138,0.001813
508,0.001052,0.518142,0.001052,0.224105,0.001052,0.252492,0.001052,0.001052
509,0.296680,0.350597,0.001692,0.001693,0.256358,0.001692,0.089596,0.001691
510,0.220472,0.444113,0.000986,0.000986,0.000986,0.104495,0.148200,0.079764
511,0.001099,0.742376,0.001098,0.142335,0.001098,0.001098,0.109798,0.001099
512,0.250755,0.363840,0.000626,0.000626,0.000626,0.095823,0.287078,0.000626
513,0.000840,0.000841,0.841071,0.000840,0.000840,0.153888,0.000840,0.000841
514,0.001423,0.001422,0.232700,0.001422,0.001421,0.456683,0.303508,0.001422
515,0.284041,0.000728,0.000728,0.684756,0.000728,0.000728,0.027563,0.000728
516,0.001265,0.311295,0.366805,0.001264,0.001264,0.315577,0.001265,0.001264
517,0.000669,0.000669,0.747116,0.000669,0.000669,0.248869,0.000669,0.000669
518,0.197900,0.272657,0.001035,0.001034,0.001034,0.291444,0.233861,0.001035
519,0.444692,0.070921,0.000876,0.000875,0.000875,0.122933,0.357953,0.000875
520,0.001061,0.001060,0.001061,0.001061,0.001062,0.305591,0.688043,0.001061
521,0.031038,0.222916,0.176951,0.033488,0.000639,0.161477,0.372853,0.000639
522,0.000620,0.000620,0.000620,0.164750,0.000620,0.247125,0.569198,0.016447
523,0.000663,0.000662,0.000663,0.000662,0.000662,0.000663,0.995363,0.000662
524,0.001128,0.001129,0.001128,0.001128,0.001127,0.839845,0.153388,0.001128
525,0.000523,0.000524,0.000523,0.000523,0.000523,0.000523,0.996335,0.000524
526,0.000888,0.264967,0.000888,0.000888,0.000887,0.420654,0.309941,0.000887
527,0.000963,0.539080,0.000963,0.000963,0.000962,0.080809,0.000963,0.375296
528,0.381235,0.403074,0.000824,0.103874,0.108524,0.000823,0.000823,0.000823
529,0.000876,0.767836,0.000875,0.136963,0.090824,0.000875,0.000875,0.000875
530,0.326198,0.546475,0.001018,0.048002,0.075256,0.001017,0.001017,0.001017
531,0.327771,0.649948,0.001026,0.017152,0.001026,0.001026,0.001026,0.001026
532,0.528248,0.172791,0.000840,0.000840,0.294760,0.000840,0.000840,0.000840
533,0.136039,0.198461,0.000927,0.000928,0.660864,0.000927,0.000927,0.000927
534,0.541604,0.121935,0.002159,0.002159,0.325668,0.002158,0.002160,0.002157
535,0.736873,0.001216,0.001216,0.001216,0.171191,0.001214,0.085859,0.001215
536,0.779539,0.001204,0.001205,0.001204,0.213237,0.001203,0.001203,0.001203
537,0.895424,0.056775,0.001034,0.001035,0.042628,0.001034,0.001035,0.001035
538,0.001291,0.425851,0.001291,0.173693,0.001290,0.306457,0.001290,0.088836
539,0.001303,0.357603,0.001304,0.121445,0.001305,0.001303,0.001304,0.514432
540,0.001002,0.613846,0.001001,0.001002,0.001001,0.241152,0.001001,0.139995
541,0.001277,0.809523,0.001278,0.001277,0.046180,0.001277,0.137910,0.001278
542,0.001360,0.488258,0.321414,0.001360,0.001360,0.001360,0.001361,0.183528
543,0.000875,0.893790,0.000876,0.000876,0.000875,0.100958,0.000875,0.000875
544,0.000745,0.393356,0.000746,0.000745,0.000745,0.027819,0.000745,0.575099
545,0.169272,0.443697,0.001216,0.001215,0.001218,0.001215,0.001215,0.380952
546,0.000724,0.804835,0.000724,0.000724,0.000723,0.000724,0.109168,0.082378
547,0.000638,0.995532,0.000638,0.000638,0.000638,0.000638,0.000638,0.000639
548,0.166717,0.216542,0.345084,0.106608,0.000808,0.000808,0.100131,0.063303
549,0.000797,0.823808,0.000797,0.000797,0.000798,0.000797,0.171408,0.000797
550,0.000723,0.755589,0.000724,0.017365,0.000724,0.223429,0.000724,0.000724
551,0.000876,0.993872,0.000875,0.000875,0.000876,0.000875,0.000875,0.000875
552,0.001423,0.495821,0.234295,0.001426,0.001423,0.262767,0.001422,0.001424
553,0.000745,0.959719,0.000745,0.035809,0.000745,0.000746,0.000745,0.000745
554,0.000768,0.000768,0.561618,0.000768,0.000768,0.000768,0.000768,0.433773
555,0.000986,0.616708,0.000986,0.157749,0.000986,0.220614,0.000986,0.000986
556,0.043190,0.673318,0.001331,0.001330,0.016519,0.001330,0.001331,0.261650
557,0.000695,0.474007,0.000696,0.000695,0.000695,0.000696,0.000695,0.521821
558,0.001867,0.573496,0.202717,0.001866,0.001867,0.153970,0.001868,0.062349
559,0.000941,0.459753,0.366634,0.000941,0.000941,0.000941,0.000941,0.168908
560,0.000823,0.834125,0.000824,0.000823,0.000825,0.160932,0.000824,0.000823
561,0.000978,0.373825,0.000978,0.000978,0.356673,0.067539,0.000978,0.198052
562,0.001149,0.991959,0.001148,0.001149,0.001149,0.001149,0.001148,0.001148
563,0.001604,0.588295,0.001604,0.001603,0.001605,0.001604,0.402082,0.001604
564,0.011164,0.685589,0.000829,0.000828,0.000828,0.000829,0.000829,0.299102
565,0.001203,0.991574,0.001205,0.001203,0.001203,0.001204,0.001204,0.001204
566,0.042028,0.405004,0.150261,0.001051,0.001051,0.001052,0.001052,0.398500
567,0.001360,0.792460,0.001361,0.156307,0.001361,0.001360,0.044430,0.001361
568,0.000834,0.184864,0.000835,0.000834,0.000835,0.745039,0.000835,0.065924
569,0.000818,0.242071,0.178007,0.000818,0.058678,0.143442,0.000819,0.375347
570,0.001869,0.001870,0.001870,0.049140,0.364450,0.001868,0.001867,0.577066
571,0.000632,0.548144,0.000633,0.024345,0.000632,0.000632,0.186145,0.238838
572,0.000829,0.791871,0.098098,0.000829,0.000829,0.000829,0.000829,0.105887
573,0.048876,0.385241,0.186632,0.001009,0.050230,0.001009,0.001010,0.325993
574,0.001026,0.211222,0.001027,0.001026,0.001027,0.001027,0.001026,0.782620
575,0.000723,0.655969,0.000724,0.000723,0.000723,0.000723,0.127920,0.212494
576,0.001078,0.120369,0.001079,0.001078,0.001078,0.001078,0.001078,0.873160
577,0.037658,0.828462,0.034595,0.000927,0.000927,0.000927,0.000927,0.095577
578,0.000955,0.993314,0.000955,0.000955,0.000955,0.000955,0.000955,0.000956
579,0.000673,0.995291,0.000673,0.000673,0.000673,0.000673,0.000673,0.000673
580,0.001361,0.544919,0.125277,0.154120,0.001360,0.001361,0.170241,0.001361
581,0.000724,0.380420,0.000724,0.048534,0.066924,0.000723,0.233615,0.268336
582,0.000696,0.727557,0.000696,0.156200,0.000695,0.000696,0.000696,0.112763
583,0.000914,0.279113,0.000914,0.000913,0.308207,0.000914,0.000913,0.408112
584,0.000828,0.994200,0.000828,0.000829,0.000829,0.000828,0.000829,0.000829
